Classification,Year,Period,Period Desc.,Aggregate Level,Is Leaf Code,Trade Flow Code,Trade Flow,Reporter Code,Reporter,exportLat,exportLong,Reporter ISO,Partner Code,Partner,importLat,importLong,Partner ISO,2nd Partner Code,2nd Partner,2nd Partner ISO,Customs Proc. Code,Customs,Mode of Transport Code,Mode of Transport,Commodity Code,Commodity,Qty Unit Code,Qty Unit,Qty,Alt Qty Unit Code,Alt Qty Unit,Alt Qty,Netweight (kg),Gross weight (kg),Trade Value (US$),CIF Trade Value (US$),FOB Trade Value (US$),Flag
H5,2017,2017,2017,4,0,3,Re-Export,842,USA,37.09024,-95.712891,USA,410,Rep. of Korea,29.745424,-95.462645,KOR,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,62203,,,,62203,,92704,,,0
H5,2017,2017,2017,4,0,2,Export,842,USA,37.09024,-95.712891,USA,752,Sweden,60.128161,18.643501,SWE,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,61762,,,,61762,,243822,,,0
H5,2017,2017,2017,4,0,2,Export,842,USA,37.09024,-95.712891,USA,558,Nicaragua,12.865416,-85.207229,NIC,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,61557,,,,61557,,106156,,,0
H5,2017,2017,2017,4,0,2,Export,842,USA,37.09024,-95.712891,USA,858,Uruguay,-32.522779,-55.765835,URY,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,60000,,,,60000,,57485,,,0
H5,2018,2018,2018,4,0,2,Export,842,USA,37.09024,-95.712891,USA,404,Kenya,-0.023559,37.906193,KEN,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,57153,,,,57153,,8820,,,0
H4,2016,2016,2016,4,0,2,Export,842,USA,37.09024,-95.712891,USA,334,Heard Island and McDonald Islands,-53.08181,73.504158,HMD,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,57000,,,,57000,,15000,,,0
H5,2018,2018,2018,4,0,1,Import,842,USA,37.09024,-95.712891,USA,520,Nauru,-0.522778,166.931503,NRU,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,56720,,,,56720,,113440,,,0
H5,2017,2017,2017,4,0,2,Export,842,USA,37.09024,-95.712891,USA,887,Yemen,15.552727,48.516388,YEM,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,56021,,,,56021,,32900,,,0
H5,2017,2017,2017,4,0,3,Re-Export,842,USA,37.09024,-95.712891,USA,156,China,35.86166,104.195397,CHN,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,55678,,,,55678,,30179,,,0
H4,2016,2016,2016,4,0,2,Export,842,USA,37.09024,-95.712891,USA,268,Georgia,32.1656221,-82.9000751,GEO,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,55161,,,,55161,,34454,,,0
H5,2018,2018,2018,4,0,3,Re-Export,842,USA,37.09024,-95.712891,USA,490,"Other Asia, nes",34.047863,100.6196553,,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,53035,,,,53035,,16886,,,0
H5,2018,2018,2018,4,0,2,Export,842,USA,37.09024,-95.712891,USA,616,Poland,51.919438,19.145136,POL,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,50223,,,,50223,,12901,,,6
H5,2018,2018,2018,4,0,1,Import,842,USA,37.09024,-95.712891,USA,642,Romania,45.943161,24.96676,ROU,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,49272,,,,49272,,18291,,,0
H4,2016,2016,2016,4,0,2,Export,842,USA,37.09024,-95.712891,USA,40,Austria,47.516231,14.550072,AUT,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,49119,,,,49119,,23810,,,6
H4,2016,2016,2016,4,0,2,Export,842,USA,37.09024,-95.712891,USA,784,United Arab Emirates,23.424076,53.847818,ARE,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,48693,,,,48693,,47347,,,0
H4,2016,2016,2016,4,0,1,Import,842,USA,37.09024,-95.712891,USA,512,Oman,21.4735329,55.975413,OMN,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,47772,,,,47772,,36263,,,0
H5,2017,2017,2017,4,0,1,Import,842,USA,37.09024,-95.712891,USA,246,Finland,61.92411,25.7481511,FIN,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,46882,,,,46882,,272692,,,0
H5,2018,2018,2018,4,0,2,Export,842,USA,37.09024,-95.712891,USA,44,Bahamas,25.03428,-77.39628,BHS,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,45550,,,,45550,,13099,,,0
H5,2017,2017,2017,4,0,1,Import,842,USA,37.09024,-95.712891,USA,372,Ireland,53.1423672,-7.6920536,IRL,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,44946,,,,44946,,162906,,,0
H4,2016,2016,2016,4,0,1,Import,842,USA,37.09024,-95.712891,USA,368,Iraq,33.223191,43.679291,IRQ,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,43200,,,,43200,,26000,,,0
H4,2016,2016,2016,4,0,1,Import,842,USA,37.09024,-95.712891,USA,784,United Arab Emirates,23.424076,53.847818,ARE,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,41968,,,,41968,,23228,,,0
H4,2016,2016,2016,4,0,2,Export,842,USA,37.09024,-95.712891,USA,104,Myanmar,21.916221,95.955974,MMR,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,41241,,,,41241,,19540,,,0
H5,2018,2018,2018,4,0,1,Import,842,USA,37.09024,-95.712891,USA,348,Hungary,47.162494,19.5033041,HUN,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,40860,,,,40860,,18387,,,0
H4,2016,2016,2016,4,0,2,Export,842,USA,37.09024,-95.712891,USA,858,Uruguay,-32.522779,-55.765835,URY,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,40709,,,,40709,,28960,,,6
H5,2018,2018,2018,4,0,3,Re-Export,842,USA,37.09024,-95.712891,USA,218,Ecuador,-1.831239,-78.183406,ECU,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,40000,,,,40000,,27800,,,0
H5,2018,2018,2018,4,0,2,Export,842,USA,37.09024,-95.712891,USA,600,Paraguay,-23.442503,-58.443832,PRY,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,40000,,,,40000,,15980,,,0
H4,2016,2016,2016,4,0,3,Re-Export,842,USA,37.09024,-95.712891,USA,320,Guatemala,15.783471,-90.230759,GTM,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,40000,,,,40000,,32720,,,0
H5,2018,2018,2018,4,0,1,Import,842,USA,37.09024,-95.712891,USA,670,Saint Vincent and the Grenadines,12.984305,-61.287228,VCT,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,39874,,,,39874,,21529,,,0
H5,2018,2018,2018,4,0,1,Import,842,USA,37.09024,-95.712891,USA,705,Slovenia,46.151241,14.995463,SVN,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,38775,,,,38775,,17286,,,0
H5,2018,2018,2018,4,0,1,Import,842,USA,37.09024,-95.712891,USA,328,Guyana,4.860416,-58.93018,GUY,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,38540,,,,38540,,19867,,,0
H5,2018,2018,2018,4,0,2,Export,842,USA,37.09024,-95.712891,USA,642,Romania,45.943161,24.96676,ROU,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,38460,,,,38460,,17307,,,0
H5,2017,2017,2017,4,0,1,Import,842,USA,37.09024,-95.712891,USA,136,Cayman Isds,19.3133,-81.2546,CYM,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,38228,,,,38228,,13840,,,0
H5,2017,2017,2017,4,0,1,Import,842,USA,37.09024,-95.712891,USA,520,Nauru,-0.522778,166.931503,NRU,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,38200,,,,38200,,102634,,,0
H5,2018,2018,2018,4,0,3,Re-Export,842,USA,37.09024,-95.712891,USA,704,Viet Nam,14.058324,108.277199,VNM,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,38000,,,,38000,,5000,,,0
H4,2016,2016,2016,4,0,2,Export,842,USA,37.09024,-95.712891,USA,336,Holy See (Vatican City State),41.902916,12.453389,VAT,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,37946,,,,37946,,10000,,,0
H4,2016,2016,2016,4,0,2,Export,842,USA,37.09024,-95.712891,USA,68,Bolivia (Plurinational State of),-16.290154,-63.588653,BOL,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,36826,,,,36826,,15145,,,0
H5,2018,2018,2018,4,0,3,Re-Export,842,USA,37.09024,-95.712891,USA,608,Philippines,12.879721,121.774017,PHL,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,36254,,,,36254,,22674,,,0
H5,2018,2018,2018,4,0,2,Export,842,USA,37.09024,-95.712891,USA,136,Cayman Isds,19.3133,-81.2546,CYM,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,36010,,,,36010,,241429,,,0
H5,2017,2017,2017,4,0,1,Import,842,USA,37.09024,-95.712891,USA,376,Israel,31.046051,34.851612,ISR,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,35581,,,,35581,,61779,,,0
H5,2018,2018,2018,4,0,2,Export,842,USA,37.09024,-95.712891,USA,662,Saint Lucia,13.909444,-60.978893,LCA,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,34900,,,,34900,,41516,,,0
H5,2017,2017,2017,4,0,2,Export,842,USA,37.09024,-95.712891,USA,682,Saudi Arabia,23.885942,45.079162,SAU,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,34869,,,,34869,,23271,,,0
H5,2017,2017,2017,4,0,2,Export,842,USA,37.09024,-95.712891,USA,780,Trinidad and Tobago,10.691803,-61.222503,TTO,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,34815,,,,34815,,30309,,,6
H4,2016,2016,2016,4,0,1,Import,842,USA,37.09024,-95.712891,USA,136,Cayman Isds,19.3133,-81.2546,CYM,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,34810,,,,34810,,12711,,,0
H5,2017,2017,2017,4,0,1,Import,842,USA,37.09024,-95.712891,USA,52,Barbados,13.193887,-59.543198,BRB,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,34618,,,,34618,,19242,,,0
H4,2016,2016,2016,4,0,1,Import,842,USA,37.09024,-95.712891,USA,50,Bangladesh,23.684994,90.356331,BGD,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,34314,,,,34314,,11500,,,0
H4,2016,2016,2016,4,0,2,Export,842,USA,37.09024,-95.712891,USA,642,Romania,45.943161,24.96676,ROU,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,34305,,,,34305,,25994,,,6
H5,2017,2017,2017,4,0,1,Import,842,USA,37.09024,-95.712891,USA,554,New Zealand,-40.900557,174.885971,NZL,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,33177,,,,33177,,58871,,,0
H5,2018,2018,2018,4,0,2,Export,842,USA,37.09024,-95.712891,USA,144,Sri Lanka,7.873054,80.771797,LKA,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,32987,,,,32987,,16000,,,0
H5,2017,2017,2017,4,0,1,Import,842,USA,37.09024,-95.712891,USA,643,Russian Federation,61.52401,105.318756,RUS,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,32838,,,,32838,,11948,,,0
H5,2018,2018,2018,4,0,2,Export,842,USA,37.09024,-95.712891,USA,752,Sweden,60.128161,18.643501,SWE,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,32774,,,,32774,,424000,,,0
H4,2016,2016,2016,4,0,1,Import,842,USA,37.09024,-95.712891,USA,328,Guyana,4.860416,-58.93018,GUY,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,32257,,,,32257,,15346,,,0
H4,2016,2016,2016,4,0,2,Export,842,USA,37.09024,-95.712891,USA,328,Guyana,4.860416,-58.93018,GUY,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,32121,,,,32121,,47210,,,0
H5,2018,2018,2018,4,0,2,Export,842,USA,37.09024,-95.712891,USA,32,Argentina,-38.416097,-63.616672,ARG,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,31515,,,,31515,,26907,,,6
H4,2016,2016,2016,4,0,2,Export,842,USA,37.09024,-95.712891,USA,882,Samoa,-13.759029,-172.104629,WSM,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,28340,,,,28340,,104806,,,0
H5,2018,2018,2018,4,0,1,Import,842,USA,37.09024,-95.712891,USA,44,Bahamas,25.03428,-77.39628,BHS,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,27940,,,,27940,,20313,,,0
H4,2016,2016,2016,4,0,1,Import,842,USA,37.09024,-95.712891,USA,344,"China, Hong Kong SAR",22.3193039,114.1693611,HKG,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,26034,,,,26034,,47759,,,0
H5,2017,2017,2017,4,0,1,Import,842,USA,37.09024,-95.712891,USA,512,Oman,21.4735329,55.975413,OMN,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,25354,,,,25354,,21779,,,0
H5,2017,2017,2017,4,0,2,Export,842,USA,37.09024,-95.712891,USA,705,Slovenia,46.151241,14.995463,SVN,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,25312,,,,25312,,12834,,,0
H5,2017,2017,2017,4,0,2,Export,842,USA,37.09024,-95.712891,USA,642,Romania,45.943161,24.96676,ROU,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,25041,,,,25041,,41730,,,0
H5,2017,2017,2017,4,0,2,Export,842,USA,37.09024,-95.712891,USA,591,Panama,8.537981,-80.782127,PAN,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,24743,,,,24743,,38600,,,0
H5,2017,2017,2017,4,0,1,Import,842,USA,37.09024,-95.712891,USA,682,Saudi Arabia,23.885942,45.079162,SAU,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,23750,,,,23750,,58038,,,0
H4,2016,2016,2016,4,0,2,Export,842,USA,37.09024,-95.712891,USA,591,Panama,8.537981,-80.782127,PAN,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,23750,,,,23750,,97238,,,0
H5,2017,2017,2017,4,0,2,Export,842,USA,37.09024,-95.712891,USA,388,Jamaica,18.109581,-77.297508,JAM,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,23395,,,,23395,,90999,,,0
H5,2017,2017,2017,4,0,2,Export,842,USA,37.09024,-95.712891,USA,162,Christmas Isds,33.2254878,-97.1331614,CXR,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,22934,,,,22934,,11238,,,0
H4,2016,2016,2016,4,0,2,Export,842,USA,37.09024,-95.712891,USA,32,Argentina,-38.416097,-63.616672,ARG,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,22909,,,,22909,,26401,,,6
H4,2016,2016,2016,4,0,1,Import,842,USA,37.09024,-95.712891,USA,203,Czechia,49.817492,15.472962,CZE,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,21937,,,,21937,,31550,,,6
H5,2018,2018,2018,4,0,2,Export,842,USA,37.09024,-95.712891,USA,372,Ireland,53.1423672,-7.6920536,IRL,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,21728,,,,21728,,738469,,,0
H5,2018,2018,2018,4,0,1,Import,842,USA,37.09024,-95.712891,USA,682,Saudi Arabia,23.885942,45.079162,SAU,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,21400,,,,21400,,10437,,,0
H5,2017,2017,2017,4,0,2,Export,842,USA,37.09024,-95.712891,USA,478,Mauritania,21.00789,-10.940835,MRT,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,21116,,,,21116,,5812,,,0
H4,2016,2016,2016,4,0,2,Export,842,USA,37.09024,-95.712891,USA,388,Jamaica,18.109581,-77.297508,JAM,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,21102,,,,21102,,75418,,,0
H4,2016,2016,2016,4,0,3,Re-Export,842,USA,37.09024,-95.712891,USA,410,Rep. of Korea,29.745424,-95.462645,KOR,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,20707,,,,20707,,17735,,,0
H4,2016,2016,2016,4,0,1,Import,842,USA,37.09024,-95.712891,USA,554,New Zealand,-40.900557,174.885971,NZL,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,20666,,,,20666,,33445,,,0
H4,2016,2016,2016,4,0,1,Import,842,USA,37.09024,-95.712891,USA,579,Norway,60.472024,8.468946,NOR,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,20209,,,,20209,,6498,,,0
H5,2017,2017,2017,4,0,2,Export,842,USA,37.09024,-95.712891,USA,86,Br. Indian Ocean Terr.,38.966637,-76.4867626,IOT,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,20110,,,,20110,,9452,,,0
H5,2018,2018,2018,4,0,2,Export,842,USA,37.09024,-95.712891,USA,68,Bolivia (Plurinational State of),-16.290154,-63.588653,BOL,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,20031,,,,20031,,5000,,,0
H5,2017,2017,2017,4,0,3,Re-Export,842,USA,37.09024,-95.712891,USA,858,Uruguay,-32.522779,-55.765835,URY,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,20000,,,,20000,,17000,,,0
H5,2018,2018,2018,4,0,2,Export,842,USA,37.09024,-95.712891,USA,4,Afghanistan,33.93911,67.709953,AFG,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,20000,,,,20000,,6000,,,0
H4,2016,2016,2016,4,0,2,Export,842,USA,37.09024,-95.712891,USA,144,Sri Lanka,7.873054,80.771797,LKA,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,20000,,,,20000,,3000,,,0
H4,2016,2016,2016,4,0,3,Re-Export,842,USA,37.09024,-95.712891,USA,144,Sri Lanka,7.873054,80.771797,LKA,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,20000,,,,20000,,3000,,,0
H4,2016,2016,2016,4,0,2,Export,842,USA,37.09024,-95.712891,USA,620,Portugal,39.399872,-8.224454,PRT,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,19051,,,,19051,,9492,,,0
H4,2016,2016,2016,4,0,2,Export,842,USA,37.09024,-95.712891,USA,705,Slovenia,46.151241,14.995463,SVN,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,19051,,,,19051,,3500,,,0
H5,2017,2017,2017,4,0,2,Export,842,USA,37.09024,-95.712891,USA,620,Portugal,39.399872,-8.224454,PRT,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,19000,,,,19000,,6650,,,0
H5,2018,2018,2018,4,0,2,Export,842,USA,37.09024,-95.712891,USA,591,Panama,8.537981,-80.782127,PAN,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,18784,,,,18784,,35825,,,0
H4,2016,2016,2016,4,0,2,Export,842,USA,37.09024,-95.712891,USA,504,Morocco,31.791702,-7.09262,MAR,,,,,,,,3915,"Waste, parings and scrap, of plastics",1,No Quantity,0,,,,18749,,6935,,,6
H5,2017,2017,2017,4,0,1,Import,842,USA,37.09024,-95.712891,USA,858,Uruguay,-32.522779,-55.765835,URY,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,18452,,,,18452,,26332,,,0
H4,2016,2016,2016,4,0,2,Export,842,USA,37.09024,-95.712891,USA,524,Nepal,28.394857,84.124008,NPL,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,18398,,,,18398,,7909,,,0
H5,2017,2017,2017,4,0,3,Re-Export,842,USA,37.09024,-95.712891,USA,251,France,46.227638,2.213749,FRA,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,18144,,,,18144,,13608,,,0
H5,2017,2017,2017,4,0,3,Re-Export,842,USA,37.09024,-95.712891,USA,591,Panama,8.537981,-80.782127,PAN,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,17555,,,,17555,,13645,,,0
H5,2017,2017,2017,4,0,3,Re-Export,842,USA,37.09024,-95.712891,USA,699,India,20.593684,78.96288,IND,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,17450,,,,17450,,7500,,,0
H5,2017,2017,2017,4,0,3,Re-Export,842,USA,37.09024,-95.712891,USA,784,United Arab Emirates,23.424076,53.847818,ARE,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,17240,,,,17240,,7222,,,0
H5,2017,2017,2017,4,0,1,Import,842,USA,37.09024,-95.712891,USA,144,Sri Lanka,7.873054,80.771797,LKA,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,16900,,,,16900,,7583,,,0
H5,2017,2017,2017,4,0,3,Re-Export,842,USA,37.09024,-95.712891,USA,340,Honduras,15.199999,-86.241905,HND,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,16363,,,,16363,,3780,,,0
H5,2018,2018,2018,4,0,2,Export,842,USA,37.09024,-95.712891,USA,388,Jamaica,18.109581,-77.297508,JAM,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,16135,,,,16135,,123375,,,0
H5,2018,2018,2018,4,0,2,Export,842,USA,37.09024,-95.712891,USA,12,Algeria,28.033886,1.659626,DZA,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,16000,,,,16000,,97770,,,0
H5,2018,2018,2018,4,0,2,Export,842,USA,37.09024,-95.712891,USA,246,Finland,61.92411,25.7481511,FIN,,,,,,,,3915,"Waste, parings and scrap, of plastics",1,No Quantity,0,,,,15347,,6597,,,6
H5,2017,2017,2017,4,0,2,Export,842,USA,37.09024,-95.712891,USA,428,Latvia,56.879635,24.603189,LVA,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,15331,,,,15331,,7655,,,0
H4,2016,2016,2016,4,0,2,Export,842,USA,37.09024,-95.712891,USA,100,Bulgaria,42.733883,25.48583,BGR,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,14828,,,,14828,,22591,,,0
H5,2017,2017,2017,4,0,3,Re-Export,842,USA,37.09024,-95.712891,USA,458,Malaysia,4.210484,101.975766,MYS,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,14674,,,,14674,,13081,,,0
H5,2018,2018,2018,4,0,2,Export,842,USA,37.09024,-95.712891,USA,478,Mauritania,21.00789,-10.940835,MRT,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,14500,,,,14500,,6500,,,0
H5,2018,2018,2018,4,0,2,Export,842,USA,37.09024,-95.712891,USA,887,Yemen,15.552727,48.516388,YEM,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,14215,,,,14215,,16200,,,0
H4,2016,2016,2016,4,0,2,Export,842,USA,37.09024,-95.712891,USA,554,New Zealand,-40.900557,174.885971,NZL,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,13432,,,,13432,,73827,,,0
H5,2017,2017,2017,4,0,2,Export,842,USA,37.09024,-95.712891,USA,246,Finland,61.92411,25.7481511,FIN,,,,,,,,3915,"Waste, parings and scrap, of plastics",1,No Quantity,0,,,,13120,,5000,,,6
H5,2018,2018,2018,4,0,1,Import,842,USA,37.09024,-95.712891,USA,246,Finland,61.92411,25.7481511,FIN,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,13055,,,,13055,,40725,,,0
H5,2018,2018,2018,4,0,2,Export,842,USA,37.09024,-95.712891,USA,554,New Zealand,-40.900557,174.885971,NZL,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,12332,,,,12332,,37867,,,0
H5,2018,2018,2018,4,0,2,Export,842,USA,37.09024,-95.712891,USA,670,Saint Vincent and the Grenadines,12.984305,-61.287228,VCT,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,11993,,,,11993,,23454,,,0
H5,2017,2017,2017,4,0,2,Export,842,USA,37.09024,-95.712891,USA,882,Samoa,-13.759029,-172.104629,WSM,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,11617,,,,11617,,61839,,,0
H5,2017,2017,2017,4,0,2,Export,842,USA,37.09024,-95.712891,USA,60,Bermuda,32.3078,-64.7505,BMU,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,11416,,,,11416,,80726,,,0
H5,2017,2017,2017,4,0,2,Export,842,USA,37.09024,-95.712891,USA,662,Saint Lucia,13.909444,-60.978893,LCA,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,10888,,,,10888,,12839,,,0
H4,2016,2016,2016,4,0,3,Re-Export,842,USA,37.09024,-95.712891,USA,528,Netherlands,52.132633,5.291266,NLD,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,10862,,,,10862,,13898,,,0
H4,2016,2016,2016,4,0,2,Export,842,USA,37.09024,-95.712891,USA,414,Kuwait,29.31166,47.481766,KWT,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,10836,,,,10836,,41628,,,0
H5,2018,2018,2018,4,0,3,Re-Export,842,USA,37.09024,-95.712891,USA,528,Netherlands,52.132633,5.291266,NLD,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,10700,,,,10700,,11721,,,0
H4,2016,2016,2016,4,0,2,Export,842,USA,37.09024,-95.712891,USA,616,Poland,51.919438,19.145136,POL,,,,,,,,3915,"Waste, parings and scrap, of plastics",1,No Quantity,0,,,,10543,,3900,,,6
H5,2018,2018,2018,4,0,3,Re-Export,842,USA,37.09024,-95.712891,USA,699,India,20.593684,78.96288,IND,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,9506,,,,9506,,8283,,,0
H5,2018,2018,2018,4,0,1,Import,842,USA,37.09024,-95.712891,USA,600,Paraguay,-23.442503,-58.443832,PRY,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,9230,,,,9230,,115141,,,0
H5,2017,2017,2017,4,0,2,Export,842,USA,37.09024,-95.712891,USA,44,Bahamas,25.03428,-77.39628,BHS,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,9175,,,,9175,,27615,,,0
