Classification,Year,Period,Period Desc.,Aggregate Level,Is Leaf Code,Trade Flow Code,Trade Flow,Reporter Code,Reporter,exportLat,exportLong,Reporter ISO,Partner Code,Partner,importLat,importLong,Partner ISO,2nd Partner Code,2nd Partner,2nd Partner ISO,Customs Proc. Code,Customs,Mode of Transport Code,Mode of Transport,Commodity Code,Commodity,Qty Unit Code,Qty Unit,Qty,Alt Qty Unit Code,Alt Qty Unit,Alt Qty,Netweight (kg),Gross weight (kg),Trade Value (US$),CIF Trade Value (US$),FOB Trade Value (US$),Flag
H5,2018,2018,2018,4,0,1,Import,842,USA,37.09024,-95.712891,USA,724,Spain,40.463667,-3.74922,ESP,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,2414181,,,,2414181,,1924145,,,6
H5,2017,2017,2017,4,0,1,Import,842,USA,37.09024,-95.712891,USA,410,Rep. of Korea,29.745424,-95.462645,KOR,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,2412823,,,,2412823,,1247142,,,0
H5,2017,2017,2017,4,0,1,Import,842,USA,37.09024,-95.712891,USA,764,Thailand,15.870032,100.992541,THA,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,2388783,,,,2388783,,2943928,,,0
H4,2016,2016,2016,4,0,1,Import,842,USA,37.09024,-95.712891,USA,251,France,46.227638,2.213749,FRA,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,2378429,,,,2378429,,1165827,,,6
H5,2017,2017,2017,4,0,1,Import,842,USA,37.09024,-95.712891,USA,704,Viet Nam,14.058324,108.277199,VNM,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,2340114,,,,2340114,,839176,,,0
H5,2017,2017,2017,4,0,2,Export,842,USA,37.09024,-95.712891,USA,320,Guatemala,15.783471,-90.230759,GTM,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,2319708,,,,2319708,,1680458,,,0
H4,2016,2016,2016,4,0,1,Import,842,USA,37.09024,-95.712891,USA,704,Viet Nam,14.058324,108.277199,VNM,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,2289506,,,,2289506,,817586,,,0
H5,2017,2017,2017,4,0,2,Export,842,USA,37.09024,-95.712891,USA,50,Bangladesh,23.684994,90.356331,BGD,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,2287373,,,,2287373,,852809,,,0
H4,2016,2016,2016,4,0,1,Import,842,USA,37.09024,-95.712891,USA,764,Thailand,15.870032,100.992541,THA,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,2242183,,,,2242183,,1747122,,,0
H4,2016,2016,2016,4,0,2,Export,842,USA,37.09024,-95.712891,USA,392,Japan,36.204824,138.252924,JPN,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,2199103,,,,2199103,,990480,,,6
H5,2017,2017,2017,4,0,1,Import,842,USA,37.09024,-95.712891,USA,251,France,46.227638,2.213749,FRA,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,2168846,,,,2168846,,827751,,,6
H5,2018,2018,2018,4,0,2,Export,842,USA,37.09024,-95.712891,USA,340,Honduras,15.199999,-86.241905,HND,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,2167909,,,,2167909,,1205062,,,0
H5,2018,2018,2018,4,0,1,Import,842,USA,37.09024,-95.712891,USA,251,France,46.227638,2.213749,FRA,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,2151282,,,,2151282,,1240187,,,0
H5,2017,2017,2017,4,0,2,Export,842,USA,37.09024,-95.712891,USA,36,Australia,-25.274398,133.775136,AUS,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,2050217,,,,2050217,,5670114,,,6
H4,2016,2016,2016,4,0,2,Export,842,USA,37.09024,-95.712891,USA,36,Australia,-25.274398,133.775136,AUS,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,2036738,,,,2036738,,5402783,,,0
H5,2017,2017,2017,4,0,1,Import,842,USA,37.09024,-95.712891,USA,360,Indonesia,-0.789275,113.921327,IDN,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,2014984,,,,2014984,,1554304,,,0
H5,2017,2017,2017,4,0,1,Import,842,USA,37.09024,-95.712891,USA,616,Poland,51.919438,19.145136,POL,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,2001374,,,,2001374,,853859,,,0
H5,2018,2018,2018,4,0,1,Import,842,USA,37.09024,-95.712891,USA,231,Ethiopia,9.145,40.489673,ETH,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,1993720,,,,1993720,,1342243,,,0
H4,2016,2016,2016,4,0,3,Re-Export,842,USA,37.09024,-95.712891,USA,124,Canada,56.130366,-106.346771,CAN,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,1969059,,,,1969059,,1079346,,,0
H4,2016,2016,2016,4,0,1,Import,842,USA,37.09024,-95.712891,USA,620,Portugal,39.399872,-8.224454,PRT,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,1907597,,,,1907597,,953567,,,0
H5,2017,2017,2017,4,0,1,Import,842,USA,37.09024,-95.712891,USA,724,Spain,40.463667,-3.74922,ESP,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,1869843,,,,1869843,,1742903,,,0
H5,2018,2018,2018,4,0,2,Export,842,USA,37.09024,-95.712891,USA,528,Netherlands,52.132633,5.291266,NLD,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,1865272,,,,1865272,,1481560,,,6
H4,2016,2016,2016,4,0,1,Import,842,USA,37.09024,-95.712891,USA,528,Netherlands,52.132633,5.291266,NLD,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,1860418,,,,1860418,,859137,,,0
H5,2018,2018,2018,4,0,1,Import,842,USA,37.09024,-95.712891,USA,458,Malaysia,4.210484,101.975766,MYS,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,1808112,,,,1808112,,1308148,,,6
H4,2016,2016,2016,4,0,2,Export,842,USA,37.09024,-95.712891,USA,214,Dominican Rep.,18.735693,-70.162651,DOM,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,1762082,,,,1762082,,2941193,,,0
H5,2017,2017,2017,4,0,2,Export,842,USA,37.09024,-95.712891,USA,784,United Arab Emirates,23.424076,53.847818,ARE,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,1750972,,,,1750972,,776672,,,0
H4,2016,2016,2016,4,0,2,Export,842,USA,37.09024,-95.712891,USA,170,Colombia,4.570868,-74.297333,COL,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,1730625,,,,1730625,,1421670,,,0
H4,2016,2016,2016,4,0,2,Export,842,USA,37.09024,-95.712891,USA,586,Pakistan,30.375321,69.345116,PAK,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,1640484,,,,1640484,,870760,,,0
H5,2017,2017,2017,4,0,1,Import,842,USA,37.09024,-95.712891,USA,76,Brazil,-14.235004,-51.92528,BRA,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,1608694,,,,1608694,,1306426,,,6
H5,2018,2018,2018,4,0,2,Export,842,USA,37.09024,-95.712891,USA,702,Singapore,1.352083,103.819836,SGP,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,1591335,,,,1591335,,909081,,,6
H5,2017,2017,2017,4,0,1,Import,842,USA,37.09024,-95.712891,USA,558,Nicaragua,12.865416,-85.207229,NIC,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,1583454,,,,1583454,,1126792,,,0
H5,2018,2018,2018,4,0,2,Export,842,USA,37.09024,-95.712891,USA,682,Saudi Arabia,23.885942,45.079162,SAU,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,1583203,,,,1583203,,429893,,,0
H4,2016,2016,2016,4,0,1,Import,842,USA,37.09024,-95.712891,USA,410,Rep. of Korea,29.745424,-95.462645,KOR,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,1572539,,,,1572539,,871890,,,6
H5,2018,2018,2018,4,0,1,Import,842,USA,37.09024,-95.712891,USA,826,United Kingdom,55.378051,-3.435973,GBR,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,1539396,,,,1539396,,670147,,,6
H5,2017,2017,2017,4,0,2,Export,842,USA,37.09024,-95.712891,USA,566,Nigeria,9.081999,8.675277,NGA,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,1529169,,,,1529169,,706654,,,0
H5,2018,2018,2018,4,0,1,Import,842,USA,37.09024,-95.712891,USA,320,Guatemala,15.783471,-90.230759,GTM,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,1512258,,,,1512258,,1032738,,,0
H5,2018,2018,2018,4,0,2,Export,842,USA,37.09024,-95.712891,USA,116,Cambodia,12.565679,104.990963,KHM,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,1463486,,,,1463486,,349170,,,0
H5,2018,2018,2018,4,0,1,Import,842,USA,37.09024,-95.712891,USA,410,Rep. of Korea,29.745424,-95.462645,KOR,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,1458926,,,,1458926,,901667,,,0
H5,2017,2017,2017,4,0,1,Import,842,USA,37.09024,-95.712891,USA,528,Netherlands,52.132633,5.291266,NLD,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,1394695,,,,1394695,,743231,,,0
H5,2018,2018,2018,4,0,2,Export,842,USA,37.09024,-95.712891,USA,566,Nigeria,9.081999,8.675277,NGA,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,1383311,,,,1383311,,361169,,,0
H5,2018,2018,2018,4,0,2,Export,842,USA,37.09024,-95.712891,USA,170,Colombia,4.570868,-74.297333,COL,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,1372566,,,,1372566,,1203836,,,0
H4,2016,2016,2016,4,0,1,Import,842,USA,37.09024,-95.712891,USA,40,Austria,47.516231,14.550072,AUT,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,1371089,,,,1371089,,643037,,,6
H4,2016,2016,2016,4,0,2,Export,842,USA,37.09024,-95.712891,USA,50,Bangladesh,23.684994,90.356331,BGD,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,1370246,,,,1370246,,562085,,,0
H4,2016,2016,2016,4,0,1,Import,842,USA,37.09024,-95.712891,USA,752,Sweden,60.128161,18.643501,SWE,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,1327301,,,,1327301,,509082,,,0
H5,2018,2018,2018,4,0,1,Import,842,USA,37.09024,-95.712891,USA,40,Austria,47.516231,14.550072,AUT,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,1320878,,,,1320878,,693961,,,0
H5,2017,2017,2017,4,0,2,Export,842,USA,37.09024,-95.712891,USA,392,Japan,36.204824,138.252924,JPN,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,1260550,,,,1260550,,1025154,,,0
H5,2017,2017,2017,4,0,2,Export,842,USA,37.09024,-95.712891,USA,56,Belgium,50.503887,4.469936,BEL,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,1254253,,,,1254253,,4268691,,,0
H5,2017,2017,2017,4,0,2,Export,842,USA,37.09024,-95.712891,USA,214,Dominican Rep.,18.735693,-70.162651,DOM,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,1251227,,,,1251227,,1926412,,,0
H4,2016,2016,2016,4,0,1,Import,842,USA,37.09024,-95.712891,USA,360,Indonesia,-0.789275,113.921327,IDN,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,1245193,,,,1245193,,779856,,,0
H4,2016,2016,2016,4,0,2,Export,842,USA,37.09024,-95.712891,USA,56,Belgium,50.503887,4.469936,BEL,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,1220136,,,,1220136,,4563027,,,6
H4,2016,2016,2016,4,0,1,Import,842,USA,37.09024,-95.712891,USA,616,Poland,51.919438,19.145136,POL,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,1170119,,,,1170119,,575871,,,0
H5,2018,2018,2018,4,0,2,Export,842,USA,37.09024,-95.712891,USA,36,Australia,-25.274398,133.775136,AUS,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,1150662,,,,1150662,,3437568,,,6
H5,2018,2018,2018,4,0,1,Import,842,USA,37.09024,-95.712891,USA,616,Poland,51.919438,19.145136,POL,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,1144138,,,,1144138,,740509,,,0
H5,2017,2017,2017,4,0,1,Import,842,USA,37.09024,-95.712891,USA,188,Costa Rica,9.748917,-83.753428,CRI,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,1118359,,,,1118359,,571282,,,0
H5,2018,2018,2018,4,0,1,Import,842,USA,37.09024,-95.712891,USA,558,Nicaragua,12.865416,-85.207229,NIC,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,1117719,,,,1117719,,746279,,,0
H5,2017,2017,2017,4,0,1,Import,842,USA,37.09024,-95.712891,USA,40,Austria,47.516231,14.550072,AUT,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,1117384,,,,1117384,,556001,,,0
H4,2016,2016,2016,4,0,1,Import,842,USA,37.09024,-95.712891,USA,32,Argentina,-38.416097,-63.616672,ARG,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,1110580,,,,1110580,,709075,,,0
H5,2018,2018,2018,4,0,1,Import,842,USA,37.09024,-95.712891,USA,528,Netherlands,52.132633,5.291266,NLD,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,1103056,,,,1103056,,765683,,,0
H5,2018,2018,2018,4,0,2,Export,842,USA,37.09024,-95.712891,USA,214,Dominican Rep.,18.735693,-70.162651,DOM,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,1058068,,,,1058068,,1595410,,,0
H4,2016,2016,2016,4,0,1,Import,842,USA,37.09024,-95.712891,USA,320,Guatemala,15.783471,-90.230759,GTM,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,1050732,,,,1050732,,652570,,,0
H5,2018,2018,2018,4,0,1,Import,842,USA,37.09024,-95.712891,USA,834,United Rep. of Tanzania,45.4256169,-75.6721635,TZA,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,1043350,,,,1043350,,701325,,,0
H5,2017,2017,2017,4,0,2,Export,842,USA,37.09024,-95.712891,USA,276,Germany,51.165691,10.451526,DEU,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,1043224,,,,1043224,,993734,,,0
H5,2018,2018,2018,4,0,2,Export,842,USA,37.09024,-95.712891,USA,188,Costa Rica,9.748917,-83.753428,CRI,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,1035899,,,,1035899,,623832,,,0
H5,2018,2018,2018,4,0,2,Export,842,USA,37.09024,-95.712891,USA,376,Israel,31.046051,34.851612,ISR,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,1005013,,,,1005013,,1065106,,,0
H5,2018,2018,2018,4,0,2,Export,842,USA,37.09024,-95.712891,USA,784,United Arab Emirates,23.424076,53.847818,ARE,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,974690,,,,974690,,613544,,,0
H5,2017,2017,2017,4,0,1,Import,842,USA,37.09024,-95.712891,USA,752,Sweden,60.128161,18.643501,SWE,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,953640,,,,953640,,262748,,,0
H5,2017,2017,2017,4,0,1,Import,842,USA,37.09024,-95.712891,USA,32,Argentina,-38.416097,-63.616672,ARG,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,953427,,,,953427,,470270,,,0
H5,2017,2017,2017,4,0,1,Import,842,USA,37.09024,-95.712891,USA,152,Chile,-35.675147,-71.542969,CHL,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,939963,,,,939963,,796058,,,0
H4,2016,2016,2016,4,0,1,Import,842,USA,37.09024,-95.712891,USA,332,Haiti,18.971187,-72.285215,HTI,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,880749,,,,880749,,603814,,,0
H5,2018,2018,2018,4,0,1,Import,842,USA,37.09024,-95.712891,USA,188,Costa Rica,9.748917,-83.753428,CRI,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,879077,,,,879077,,379767,,,0
H5,2017,2017,2017,4,0,1,Import,842,USA,37.09024,-95.712891,USA,826,United Kingdom,55.378051,-3.435973,GBR,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,860610,,,,860610,,779877,,,6
H5,2017,2017,2017,4,0,2,Export,842,USA,37.09024,-95.712891,USA,104,Myanmar,21.916221,95.955974,MMR,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,852421,,,,852421,,222613,,,0
H5,2018,2018,2018,4,0,2,Export,842,USA,37.09024,-95.712891,USA,76,Brazil,-14.235004,-51.92528,BRA,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,829477,,,,829477,,847066,,,0
H5,2018,2018,2018,4,0,1,Import,842,USA,37.09024,-95.712891,USA,76,Brazil,-14.235004,-51.92528,BRA,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,827793,,,,827793,,1103879,,,0
H4,2016,2016,2016,4,0,1,Import,842,USA,37.09024,-95.712891,USA,188,Costa Rica,9.748917,-83.753428,CRI,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,826900,,,,826900,,469984,,,0
H4,2016,2016,2016,4,0,3,Re-Export,842,USA,37.09024,-95.712891,USA,484,Mexico,23.634501,-102.552784,MEX,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,825327,,,,825327,,1493054,,,0
H5,2017,2017,2017,4,0,1,Import,842,USA,37.09024,-95.712891,USA,203,Czechia,49.817492,15.472962,CZE,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,806436,,,,806436,,880594,,,0
H4,2016,2016,2016,4,0,2,Export,842,USA,37.09024,-95.712891,USA,566,Nigeria,9.081999,8.675277,NGA,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,796721,,,,796721,,433726,,,0
H4,2016,2016,2016,4,0,1,Import,842,USA,37.09024,-95.712891,USA,68,Bolivia (Plurinational State of),-16.290154,-63.588653,BOL,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,781764,,,,781764,,551726,,,0
H4,2016,2016,2016,4,0,1,Import,842,USA,37.09024,-95.712891,USA,826,United Kingdom,55.378051,-3.435973,GBR,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,745685,,,,745685,,458995,,,0
H5,2018,2018,2018,4,0,2,Export,842,USA,37.09024,-95.712891,USA,620,Portugal,39.399872,-8.224454,PRT,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,730973,,,,730973,,305987,,,0
H5,2018,2018,2018,4,0,1,Import,842,USA,37.09024,-95.712891,USA,203,Czechia,49.817492,15.472962,CZE,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,714980,,,,714980,,342144,,,0
H5,2018,2018,2018,4,0,1,Import,842,USA,37.09024,-95.712891,USA,152,Chile,-35.675147,-71.542969,CHL,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,709798,,,,709798,,445781,,,0
H4,2016,2016,2016,4,0,2,Export,842,USA,37.09024,-95.712891,USA,276,Germany,51.165691,10.451526,DEU,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,707568,,,,707568,,654646,,,6
H5,2017,2017,2017,4,0,1,Import,842,USA,37.09024,-95.712891,USA,642,Romania,45.943161,24.96676,ROU,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,707500,,,,707500,,228968,,,0
H4,2016,2016,2016,4,0,2,Export,842,USA,37.09024,-95.712891,USA,340,Honduras,15.199999,-86.241905,HND,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,704546,,,,704546,,987836,,,0
H5,2017,2017,2017,4,0,2,Export,842,USA,37.09024,-95.712891,USA,340,Honduras,15.199999,-86.241905,HND,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,697138,,,,697138,,656215,,,0
H4,2016,2016,2016,4,0,1,Import,842,USA,37.09024,-95.712891,USA,458,Malaysia,4.210484,101.975766,MYS,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,693045,,,,693045,,421685,,,0
H4,2016,2016,2016,4,0,1,Import,842,USA,37.09024,-95.712891,USA,600,Paraguay,-23.442503,-58.443832,PRY,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,686236,,,,686236,,519575,,,0
H5,2018,2018,2018,4,0,2,Export,842,USA,37.09024,-95.712891,USA,152,Chile,-35.675147,-71.542969,CHL,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,685853,,,,685853,,589383,,,0
H5,2017,2017,2017,4,0,1,Import,842,USA,37.09024,-95.712891,USA,458,Malaysia,4.210484,101.975766,MYS,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,683320,,,,683320,,515226,,,6
H4,2016,2016,2016,4,0,1,Import,842,USA,37.09024,-95.712891,USA,792,Turkey,38.963745,35.243322,TUR,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,679559,,,,679559,,290416,,,0
H4,2016,2016,2016,4,0,1,Import,842,USA,37.09024,-95.712891,USA,591,Panama,8.537981,-80.782127,PAN,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,678291,,,,678291,,575738,,,0
H5,2018,2018,2018,4,0,2,Export,842,USA,37.09024,-95.712891,USA,392,Japan,36.204824,138.252924,JPN,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,663816,,,,663816,,420468,,,6
H5,2018,2018,2018,4,0,2,Export,842,USA,37.09024,-95.712891,USA,288,Ghana,7.946527,-1.023194,GHA,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,647951,,,,647951,,255921,,,0
H4,2016,2016,2016,4,0,1,Import,842,USA,37.09024,-95.712891,USA,642,Romania,45.943161,24.96676,ROU,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,640980,,,,640980,,178630,,,0
H5,2018,2018,2018,4,0,1,Import,842,USA,37.09024,-95.712891,USA,702,Singapore,1.352083,103.819836,SGP,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,617682,,,,617682,,418995,,,0
H5,2017,2017,2017,4,0,1,Import,842,USA,37.09024,-95.712891,USA,68,Bolivia (Plurinational State of),-16.290154,-63.588653,BOL,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,614486,,,,614486,,499188,,,0
H5,2018,2018,2018,4,0,1,Import,842,USA,37.09024,-95.712891,USA,699,India,20.593684,78.96288,IND,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,613791,,,,613791,,1238574,,,6
H5,2017,2017,2017,4,0,1,Import,842,USA,37.09024,-95.712891,USA,591,Panama,8.537981,-80.782127,PAN,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,583586,,,,583586,,356268,,,0
H5,2018,2018,2018,4,0,2,Export,842,USA,37.09024,-95.712891,USA,826,United Kingdom,55.378051,-3.435973,GBR,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,553822,,,,553822,,361020,,,6
H5,2017,2017,2017,4,0,1,Import,842,USA,37.09024,-95.712891,USA,699,India,20.593684,78.96288,IND,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,550083,,,,550083,,924587,,,0
H4,2016,2016,2016,4,0,1,Import,842,USA,37.09024,-95.712891,USA,699,India,20.593684,78.96288,IND,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,549040,,,,549040,,760773,,,0
H5,2018,2018,2018,4,0,2,Export,842,USA,37.09024,-95.712891,USA,604,Peru,-9.189967,-75.015152,PER,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,548586,,,,548586,,166871,,,0
H5,2018,2018,2018,4,0,2,Export,842,USA,37.09024,-95.712891,USA,643,Russian Federation,61.52401,105.318756,RUS,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,516589,,,,516589,,112921,,,0
H5,2018,2018,2018,4,0,1,Import,842,USA,37.09024,-95.712891,USA,752,Sweden,60.128161,18.643501,SWE,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,514568,,,,514568,,221536,,,0
H5,2018,2018,2018,4,0,3,Re-Export,842,USA,37.09024,-95.712891,USA,484,Mexico,23.634501,-102.552784,MEX,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,489438,,,,489438,,843158,,,0
H5,2017,2017,2017,4,0,1,Import,842,USA,37.09024,-95.712891,USA,332,Haiti,18.971187,-72.285215,HTI,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,476964,,,,476964,,440552,,,0
H5,2017,2017,2017,4,0,2,Export,842,USA,37.09024,-95.712891,USA,152,Chile,-35.675147,-71.542969,CHL,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,459697,,,,459697,,284588,,,0
H4,2016,2016,2016,4,0,2,Export,842,USA,37.09024,-95.712891,USA,528,Netherlands,52.132633,5.291266,NLD,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,448336,,,,448336,,465630,,,6
H5,2018,2018,2018,4,0,2,Export,842,USA,37.09024,-95.712891,USA,381,Italy,41.87194,12.56738,ITA,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,447986,,,,447986,,454608,,,6
H5,2018,2018,2018,4,0,3,Re-Export,842,USA,37.09024,-95.712891,USA,124,Canada,56.130366,-106.346771,CAN,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,447670,,,,447670,,301734,,,0
H5,2017,2017,2017,4,0,3,Re-Export,842,USA,37.09024,-95.712891,USA,124,Canada,56.130366,-106.346771,CAN,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,439146,,,,439146,,474235,,,0
H4,2016,2016,2016,4,0,1,Import,842,USA,37.09024,-95.712891,USA,300,Greece,39.074208,21.824312,GRC,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,430948,,,,430948,,186852,,,0
H4,2016,2016,2016,4,0,2,Export,842,USA,37.09024,-95.712891,USA,757,Switzerland,46.818188,8.227512,CHE,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,430715,,,,430715,,213317,,,6
